"Cui...dado...","Be...ware...","Ten... cuidado..."
"Seria outro prisioneiro? Um companheiro preso para sempre neste lugar? <STOP>Não posso deixar passar, então agarro o retrato com as duas mãos e o jogo na água. <STOP>A parede é oca atrás da pintura, e lá dentro posso ver um corpo. Seja ou não um prisioneiro, não haveria resgate; a pobre alma já está morta há muito tempo.","Is it another prisoner? A fellow inmate trapped for eternity in this place? <STOP>I cannot let it pass, and so I seize the portrait with both hands and throw it into the water. <STOP>The wall is hollow behind the painting, and inside I can just make out a body. Whether or not this is a prisoner, there would be no rescue; the poor soul is long dead.","¿Es otro prisionero? ¿Otro recluso como yo atrapado para siempre en este lugar?<STOP>No puedo dejarlo pasar, así que agarro el retrato con ambas manos y lo arrojo al agua. <STOP>La pared tras el cuadro está hueca, y en su interior puedo atisbar un cuerpo. Poco importa si es un prisionero, pues no habrá rescate; esa pobre alma hace mucho que murió."
"Restos de roupas jazem no chão ao redor dos ossos. Apenas uma pequena quantidade de tecido sobreviveu, mas apresenta os mesmos delicados desenhos que foram retratados no retrato.","Scraps of clothing lie on the floor around the bones. Only a small amount of the fabric has survived, but it features the same delicate designs that were depicted in the portrait.","Hay jirones de ropa alrededor de los huesos que yacen en el suelo. Solo ha sobrevivido una escueta cantidad de tela, pero se aprecian los mismos diseños delicados del retrato."
"Tenho admirado uma fileira de cadáveres, bloqueada da vista por retratos de cada vítima em seu auge.","I have been admiring a row of corpses, blocked from view by portraits of each victim at their pinnacle.","He admirado una hilera de cadáveres, ocultos a la vista por los retratos de cada víctima en su mejor momento."
"Chega! Protegendo meus olhos, eu remo para frente pela água.","Enough! Shielding my eyes, I paddle forward through the water.","¡Ya basta! Cubriéndome los ojos, avanzo chapoteando a través del agua."
"A água subiu até o meu queixo e agora lambe ávidamente minha boca e nariz.","The water has risen to my chin, and now laps greedily at my mouth and nose.","El agua me llega ahora hasta la barbilla, y me salpica infatigable en la boca y la nariz."
"""Seu idiota—!"" grita <NIER>. Com certeza ele deseja dizer mais, mas o resto de seu insulto é interrompido pela água crescente.","""You dumb bast—!"" shouts <NIER>. He surely desires to say more, but the rest of his insult is cut short by the rising water.","""¡Maldito desgra...!"" grita <NIER>. Desde luego, no pretendía callarse, pero el resto del insulto se ve interrumpido por la crecida del agua."
"Grimório Weiss, molhado e rasgado, flutua na superfície da água. <STOP> Já é tarde demais para ele.","Grimoire Weiss, wet and tattered, floats on the water's surface. <STOP>It is already too late for him.","Grimoire Weiss, húmedo y ajado, flota en la superficie. <STOP>Es demasiado tarde para él."
"Não era para...<WAIT=0.5>n<WAIT=0.033>ã<WAIT=0.033>o<WAIT=0.033> <WAIT=0.067>e<WAIT=0.033>r<WAIT=0.033>a<WAIT=0.033> <WAIT=0.033>p<WAIT=0.033>a<WAIT=0.067>r<WAIT=0.033>a<WAIT=0.033> <WAIT=0.067>a<WAIT=0.033>c<WAIT=0.067>a<WAIT=0.033>b<WAIT=0.033>a<WAIT=0.067>r<WAIT=0.033> <WAIT=0.033>a<WAIT=0.033>s<WAIT=0.033>s<WAIT=0.033>i<WAIT=0.033>m<WAIT=0.033>.","This wasn't...<WAIT=0.5>t<WAIT=0.033>h<WAIT=0.033>i<WAIT=0.033>s <WAIT=0.067>w<WAIT=0.033>a<WAIT=0.033>s<WAIT=0.033>n<WAIT=0.033>'<WAIT=0.033>t <WAIT=0.067>h<WAIT=0.033>o<WAIT=0.033>w <WAIT=0.067>i<WAIT=0.033>t <WAIT=0.067>w<WAIT=0.033>a<WAIT=0.033>s <WAIT=0.067>s<WAIT=0.033>u<WAIT=0.033>p<WAIT=0.033>p<WAIT=0.033>o<WAIT=0.033>s<WAIT=0.033>e<WAIT=0.033>d <WAIT=0.067>t<WAIT=0.033>o <WAIT=0.067>e<WAIT=0.033>n<WAIT=0.033>d<WAIT=0.033>.<WAIT=0.033>.<WAIT=0.033>.","Esto no... <WAIT=0.5>e<WAIT=0.033>s<WAIT=0.033>t<WAIT=0.033>o <WAIT=0.067>n<WAIT=0.033>o <WAIT=0.067>t<WAIT=0.033>e<WAIT=0.033>n<WAIT=0.033>í<WAIT=0.033>a <WAIT=0.067>q<WAIT=0.033>u<WAIT=0.033>e <WAIT=0.067>a<WAIT=0.033>c<WAIT=0.033>a<WAIT=0.033>b<WAIT=0.067>a<WAIT=0.033>r <WAIT=0.067>a<WAIT=0.033>s<WAIT=0.033>í<WAIT=0.033>.<WAIT=0.033>.<WAIT=0.033>."
"Contra todas as esperanças, chegamos à porta da frente.","Against all hope, we make it to the front door.","Contra todo pronóstico, logramos llegar a la puerta principal."
"""Derrube-a!"" alguém grita, e assim eu me entrego ao esforço.","""Break it down!"" someone cries, and so I give myself to the effort.","""¡Échala abajo!"", grita alguien, así que pongo todo mi empeño en ello."
"Em conjunto com <NIER> e Grimório Weiss, jogo meu corpo contra a porta espessa e resistente. Na terceira tentativa ela cede e nos encontramos jogados no chão do lado de fora do castelo.","In tandem with <NIER> and Grimoire Weiss, I slam my body against the thick, sturdy door. On the third try it gives way, and we find ourselves sprawled on the ground outside the castle.","Haciendo equipo con <NIER> y Grimoire Weiss, arrojo mi cuerpo contra la puerta, gruesa y robusta. Al tercer intento, la puerta cede y acabamos dándonos de bruces con el suelo del exterior."
"A tempestade está em retrocesso. As nuvens acima ainda estão escuras e ameaçadoras, mas a oeste posso ver um fino brilho de luz solar tentando romper.","The storm is in retreat. The clouds above are still dark and foreboding, but to the west I can see a thin shimmer of sunlight trying to break through.","La tormenta se bate en retirada. Las nubes sobre nuestras cabezas siguen siendo oscuras y amenazantes, pero al oeste puedo ver como un hilo centelleante de luz solar intenta abrirse paso."
"""Como posso agradecer?"" Eu grito enquanto lágrimas se juntam à chuva em minhas bochechas. ""Eu certamente teria morrido lá dentro."" <LF><STOP> Olhando para baixo, eu percebo de repente que meu vestido está em farrapos e tento cobrir minha pele exposta com vergonha.","""How can I thank you?"" I cry as tears join the rain on my cheeks. ""I would surely have died in there.""<LF><STOP>Looking down, I suddenly notice that my dress is in tatters, and sheepishly try to cover my exposed skin.","""¿Cómo puedo agradecéroslo?"", grito mientras las lágrimas me recorren las mejillas. ""Me esperaba una muerte segura en este lugar"".<LF><STOP>Al mirar hacia abajo, caigo de repente en la cuenta de que mi vestido está hecho jirones e intento cubrir tímidamente la piel expuesta."
"""Seu vestido?"" Pergunta Weiss. ""Então você é uma mulher, senhora?""","""Your dress?"" asks Weiss. ""Then you are a woman, madam?""","""¿Su vestido?"", pregunta Weiss. ""Entonces, ¿es usted una mujer, señora?""."
"""Eu sou."" <STOP> Eu ofereço aos dois um sorriso. ""Eu suponho que isso venha como uma surpresa, já que eu existo apenas em forma de palavras."" <PAGE>","""I am."" <STOP>I proffer the two a smile. ""I suppose that comes as something of a surprise, seeing as how I exist only in the form of words.""<PAGE>","""Así es."" <STOP>Les brindo una sonrisa a ambos. ""Supongo que debe ser una sorpresa, puesto que solo existo en forma de palabras"".<PAGE>"
"Eu posso ver que aquele conhecido como <NIER> está decepcionado que o vestido rasgado não receberá mais descrição, mas ele esconde bem. Com um aceno e um encolher de ombros, os três de nós partimos para o nosso despertar.","I can see that the one known as <NIER> is disappointed that the torn dress will be given no further description, but he hides it well. With a nod and a shrug, the three of us set forth to our awakening.","Puedo ver que aquel conocido como <NIER> está decepcionado por la interrupción en la descripción del vestido, aunque lo disimula bien. Después de asentir y encogernos de hombros, los tres nos disponemos a despertar."
"Mas atrás de nós, um despertar de outro tipo está acontecendo.","But behind us, an awakening of another kind is taking place.","Pero, detrás de nosotros, otro despertar diferente toma lugar."
"A fumaça negra preenche o castelo abandonado, proporcionando às inúmeras almas condenadas dentro dele seu lençol final.","Black smoke fills the abandoned castle, providing the countless damned souls inside with their final shroud.","Un humo negro inunda el castillo abandonado, otorgando al sinfín de almas condenadas su mortaja final."
"Após um momento, as janelas do castelo se rompem com um estrondo poderoso. Uma brisa fresca sopra pelos corredores e corredores, dissipando a fumaça de vez. <STOP>Assistimos com admiração, incontáveis sombras negras se acendem lentamente, cruzando de lá para cá na frente das janelas quebradas.","After a moment, the castle's windows shatter with a mighty roar. A fresh breeze blows through the hallways and corridors, clearing the smoke away for good. <STOP>As we watch in awe, uncountable black shadows slowly flicker to life, crossing to and fro in front of the broken windows. ","Al cabo de un momento, las ventanas del castillo se hacen añicos con un estruendo atronador. Una brisa fresca sopla por pasillos y corredores, despejando al fin el humo. <STOP>Sorprendidos, contemplamos como incontables sombras negras cobran vida lentamente y deambulan frente las ventanas rotas. "
"Os mortos do castelo despertaram para sua nova vida ... como Sombras.","The castle's dead have awakened to their new life...as Shades.","Los muertos del castillo han despertado en una nueva vida... como Sombras."
"Eu estreito os olhos nos corredores escuros ...<LF><LIST=1082>...e sigo para leste.</LIST><LF><LIST=1083>...e sigo para o sul.</LIST><LF><LIST=1084>...e sigo para o oeste.</LIST><LF><LIST=1085>...e sigo para o norte.</LIST>","I squint down the dim corridors...<LF><LIST=1082>...and proceed east.</LIST><LF><LIST=1083>...and proceed south.</LIST><LF><LIST=1084>...and proceed west.</LIST><LF><LIST=1085>...and proceed north.</LIST>","Miro de reojo los pasillos sombríos...<LF><LIST=1082>y sigo hacia el este.</LIST><LF><LIST=1083>y sigo hacia el sur.</LIST><LF><LIST=1084>y sigo hacia el oeste.</LIST><LF><LIST=1085>y sigo hacia el norte.</LIST>"
"Eu estreito os olhos nos corredores escuros ...<LF><LIST=1085>...e sigo para o norte.</LIST>","I squint down the dim corridors...<LF><LIST=1085>...and proceed north.</LIST>","Miro de reojo los pasillos sombríos...<LF><LIST=1085>y sigo hacia el norte.</LIST>"
"Eu estreito os olhos nos corredores escuros ...<LF><LIST=1082>...e sigo para o leste.</LIST><LF><LIST=1085>...e sigo para o oeste.</LIST>","I squint down the dim corridors...<LF><LIST=1082>...and proceed east.</LIST><LF><LIST=1085>...and proceed west.</LIST>","Miro de reojo los pasillos sombríos...<LF><LIST=1082>y sigo hacia el este.</LIST><LF><LIST=1085>y sigo hacia el oeste.</LIST>"
"Eu entorto o olhar pelos corredores escuros...<LF><LIST=1082>... e sigo em direção ao leste.</LIST>","I squint down the dim corridors...<LF><LIST=1082>...and proceed east.</LIST>","Miro de reojo los pasillos sombríos...<LF><LIST=1082>y sigo hacia el este.</LIST>"
"Eu entorto o olhar pelos corredores escuros...<LF><LIST=1082>... e sigo em direção ao leste.</LIST><LF><LIST=1083>...e sigo em direção ao sul.</LIST><LF><LIST=1084>...e sigo em direção ao oeste.</LIST>","I squint down the dim corridors...<LF><LIST=1082>...and proceed east.</LIST><LF><LIST=1083>...and proceed south.</LIST><LF><LIST=1084>...and proceed west.</LIST>","Miro de reojo los pasillos sombríos...<LF><LIST=1082>y sigo hacia el este.</LIST><LF><LIST=1083>y sigo hacia el sur.</LIST><LF><LIST=1084>y sigo hacia el oeste.</LIST>"
"Eu entorto o olhar pelos corredores escuros...<LF><LIST=1084>...e sigo em direção ao oeste.</LIST><LF><LIST=1085>...e sigo em direção ao norte.</LIST>","I squint down the dim corridors...<LF><LIST=1084>...and proceed west.</LIST><LF><LIST=1085>...and proceed north.</LIST>","Miro de reojo los pasillos sombríos...<LF><LIST=1084>y sigo hacia el oeste.</LIST><LF><LIST=1085>y sigo hacia el norte.</LIST>"
"Eu entorto o olhar pelos corredores escuros...<LF><LIST=1083>...e sigo em direção ao sul.</LIST>","I squint down the dim corridors...<LF><LIST=1083>...and proceed south.</LIST>","Miro de reojo los pasillos sombríos...<LF><LIST=1083>y sigo hacia el sur.</LIST>"
"Eu estreito o olhar pelos corredores escuros...<LF><LIST=1082>...e sigo em direção ao leste.</LIST><LF><LIST=1083>...e sigo em direção ao sul.</LIST>","I squint down the dim corridors...<LF><LIST=1082>...and proceed east.</LIST><LF><LIST=1083>...and proceed south.</LIST>","Miro de reojo los pasillos sombríos...<LF><LIST=1082>y sigo hacia el este.</LIST><LF><LIST=1083>y sigo hacia el sur.</LIST>"
,,
,,
,,
,,
"Uma colônia de esculturas massivas era visível ao longe, suas formas altas raspando contra o céu. <STOP>Weiss e <NIER> nunca tinham visto uma visão como essa, e seus olhos se arregalaram enquanto tentavam absorvê-la.","A colony of massive sculptures was visible in the distance, their tall forms scraping against the sky. <STOP>Weiss and <NIER> had never seen such a sight, and their eyes widened as they tried to take it in. ","En la lejanía, podía observarse un conjunto de enormes esculturas cuyas altas siluetas rozaban el cielo. <STOP>Ni Weiss ni <NIER> habían visto nunca algo así, y abrieron los ojos intentando asimilar dicha visión. "
"""Esses prédios devem ser enormes se podemos vê-los de tão longe. <STOP>O que você acha, Weiss?""","""Those buildings must be huge if we can see them from this far away. <STOP>What do you think, Weiss?""","""Esos edificios tienen que ser enormes si podemos verlos desde esta distancia, ¿no, Weiss?""."
"Enquanto Weiss considerava sua resposta, o sol batia neles com uma ferocidade renovada.","As Weiss considered his answer, the sun beat down on them with renewed ferocity.","Mientras Weiss consideraba su respuesta, un sol de justicia cayó sobre ellos con una ferocidad renovada."
"""Talvez sejam algum tipo de miragem"", ele disse.","""Perhaps they are some manner of mirage,"" he said.","""Quizá son algún tipo de espejismo"", afirmó."
"""Sob esse calor, uma ou duas miragens não seriam uma visão inesperada.""","""Under this heat, a mirage or two would hardly be an unexpected sight.""","""Con el calor que hace, raro sería no ver un espejismo o dos""."
"<NIER> acenou com a cabeça e limpou o suor da testa, deixando um rastro de areia no lugar. Ele pensou que nunca tinha estado tão sedento.","<NIER> nodded and wiped the sweat off his brow, leaving a trail of sand in its place. He thought he'd never been so thirsty.","<NIER> asintió y se limpió el sudor de la frente, dejando un rastro de arena en su lugar. Pensó que no había tenido más sed en su vida."
"A antiga estrada em que eles caminhavam estava preta e rachada com a idade. Aqui e ali, finos fios de grama brotavam da superfície rochosa, como se desafiassem aqueles que haviam colocado esse material sobre sua casa.","The ancient road on which they walked was black and cracked with age. Here and there, thin wisps of grass pushed up through the rocky surface, as if defying those who had laid this material down over their home.","La vieja carretera que recorrían era negra y estaba agrietada por el paso del tiempo. Aquí y allí asomaban unas delgadas briznas de hierba entre la superficie rocosa, como desafiando a aquel que había dispuesto ese material sobre su hogar."
"O calor refletido pela estrada fez <NIER> ficar tonto. <PAGE>","The heat reflecting from the road made <NIER> lightheaded.<PAGE>","El calor que reflejaba la carretera hacía que <NIER> se sintiese mareado.<PAGE>"
"Seus pés doendo, ele se agachou para descansar. <STOP> ""Não sei quanto mais tempo consigo fazer isso. Alguém está nos pregando uma peça ou o quê!?""","His feet hurting, he crouched down to rest. <STOP>""I don't know how much longer I can do this. Is someone playing a joke on us or what!?""","Le dolían los pies, así que se agachó para descansar. <STOP>""No sé cuánto tiempo más podré aguantar esto. ¡¿Alguien nos está gastando una broma o qué?!""."
"As reclamações já tinham começado.","The complaining had already begun.","La veda de las quejas se había abierto."
"Weiss tentou não deixar seus olhos rolarem demais. ""Uma piada?"" ele disse. <STOP> ""Não. Nenhuma piada. Essa estrada leva à Cidade da Arte. <STOP>Talvez o próprio caminho seja simplesmente alguma forma de grande obra artística.""","Weiss tried not to let his eyes roll too much. ""A joke?"" he said. <STOP>""No. No joke. This road leads to the City of Art. <STOP>Perhaps the path itself is simply some manner of grand artistic work.""","Weiss trató de no responder con demasiada sorna. ""¿Una broma?"", dijo. <STOP>""No. No es una broma. Esta carretera lleva a Ciudad del Arte. <STOP>Quizá el propio camino es, sencillamente, alguna clase de genialidad artística""."
"""Você não parece muito confiante aí.""","""You don't sound very sure of yourself there.""","""No parece que estés muy seguro de eso""."
"""Talvez não - mas pensar nisso dessa forma pode tornar mais fácil para você suportar.""","""Perhaps not—but thinking of it in this way might make it easier for you to bear.""","""Puede que no, pero verlo de esa forma podría hacerlo más llevadero para ti""."
"<NIER> olhou para o rosto sorridente de Weiss, balançou a cabeça e continuou andando.","<NIER> glanced at Weiss's grinning face, shook his head, and resumed walking. ","<NIER> observó la sonrisa en la cara de Weiss, sacudió la cabeza y continuó andando. "
"Com o tempo, os pés de <NIER> ficavam mais doloridos e sua garganta mais seca do que ele pensava ser possível. <STOP>Ele tentou não olhar além do próximo passo, porque a forte luz do sol o fazia hesitar em confiar em seus próprios sentidos.","As time passed, <NIER>'s feet grew more painful, and his throat drier than he thought possible. <STOP>He tried not to look further than the next step ahead, because the bright sunlight made him hesitant to trust his own senses.","Con el tiempo, el dolor de pies de <NIER> fue en aumento, y su garganta se secó como nunca se había secado. <STOP>Intentaba no ver más de allá del próximo paso que debía dar, porque la deslumbrante luz del sol le hacía dudar de sus propios sentidos."
"""Estamos definitivamente nos aproximando"", disse Weiss na tentativa de animar seu companheiro. <STOP>""Sim, disso tenho certeza."" <PAGE>","""We are definitely getting closer,"" said Weiss in an effort to cheer his companion. <STOP>""Yes, this much is certain.""<PAGE>","""Desde luego, nos estamos acercando"", afirmó Weiss en un intento de animar a su compañero. <STOP>""Sí, no hay ninguna duda"".<PAGE>"
"Encorajado, <NIER> levantou o olhar. <STOP>De repente, parou de caminhar, escolhendo ficar no meio da estrada com a boca e os olhos bem abertos e o dedo apontando para longe.","Encouraged, <NIER> lifted his gaze. <STOP>Suddenly, he stopped walking, choosing instead to stand in the middle of the road with his mouth and eyes wide open and his finger pointing in the distance. ","Con ánimo renovado, <NIER> alzó la vista. <STOP>De repente, dejó de andar y se quedó parado en mitad de la carretera, con los ojos y la boca bien abiertos y un dedo apuntando a la lejanía. "
"""Água!"" ele gritou! ""É água!""","""Water!"" he cried! ""It's water!""","""¡Agua!"", gritó. ""¡Es agua!""."
"""Água?"" perguntou Weiss. ""Absurdo. Não vejo água nenhuma.""","""Water?"" asked Weiss. ""Preposterous. I don't see any water.""","""¿Agua?"", preguntó Weiss. ""Qué disparate. No veo agua por ningún lado""."
"""Ali! Logo à nossa frente! Olha, o sol está refletindo nela!""","""Over there! Just ahead of us! Look, the sun is reflecting off it!"" ","""¡Ahí! ¡Delante de nosotros! ¡Mira, el sol se refleja!"". "
"Sem esperar por uma resposta, <NIER> saltou para a vida e correu em direção à visão.","Without waiting for a response, <NIER> sprang to life and bounded toward the sight.","Sin esperar una respuesta, <NIER> saltó como un resorte y salió disparado hacia su visión."
"""Que diabos...""","""What in the...""","""Pero qué...""."
"Não havia água. Não havia nada além de areia em todas as direções. <STOP><NIER> fechou os olhos e suspirou enquanto Weiss flutuava atrás dele e ria suavemente.","There was no water. There was nothing but sand in every direction. <STOP><NIER> closed his eyes and sighed as Weiss floated up behind him and chuckled softly. ","No había agua. No había otra cosa que arena por todas partes. <STOP><NIER> cerró los ojos y suspiró. Weiss flotaba a su espalda y se reía entre dientes. "
"""Eu acredito que isso seja conhecido como miragem"", disse ele. ""Muitos viajantes do deserto já falaram sobre essas coisas."" <PAGE>","""I believe this is known as a mirage,"" he said. ""Many a desert traveler has spoken of such things.""<PAGE>","""Creo que esto es lo que se conoce como espejismo"", afirmó. ""Muchos viajeros que han recorrido desiertos han hablado de cosas así"".<PAGE>"
"<NIER> balançou a cabeça, perplexo. De repente, apontou para longe, seus olhos se arregalando novamente.","<NIER> shook his head, bewildered. Suddenly he pointed off in the distance, his eyes wide once more.","<NIER> sacudió la cabeza, desconcertado. De repente, señaló algo en la lejanía y sus ojos volvieron a abrirse de nuevo."
"""Espere, está lá! Eu só perdi de vista! Olha, está <FONT=ITALIC>ali mesmo!""</FONT>","""Wait, there it is! I just missed it! Look, it's <FONT=ITALIC>right there!""</FONT>","""Espera, ahí está! ¡Lo había perdido! Mira, ¡está <FONT=ITALIC>justo ahí</FONT>!""."
"<NIER> disparou novamente, deixando Weiss sem escolha a não ser segui-lo.","<NIER> sprinted off again, leaving Weiss with no choice but to follow.","<NIER> echó a correr de nuevo, dejando a Weiss sin otra alternativa que ir tras él."
"Depois de alguns minutos correndo, <NIER> parou abruptamente.","After a few minutes of running, <NIER> came to a halt.","Después de varios minutos de carrera, <NIER> se detuvo."
"""Eu tinha certeza de que era por aqui...""","""I could've sworn it was right around here...""","""Hubiera jurado que estaba justo aquí...""."
"Confuso, ele levantou as mãos até os olhos e os esfregou vigorosamente. <STOP> Assim que parou, ele notou uma piscina azul e brilhante de água limpa logo após a próxima subida. <STOP> Com um grito, ele saltou em busca dela. <PAGE>","Confused, he put his hands up to his eyes and rubbed them vigorously. <STOP>As soon as he stopped, he noticed a blue, shimmering pool of clear water just over the next rise. <STOP>With a shout, he bounded off in search of it.<PAGE>","Confundido, se llevó las manos a los ojos y los frotó con fuerza. <STOP>Tan pronto como paró, atisbó un estanque de agua cristalina justo tras la próxima elevación. <STOP>Tras proferir un grito, salió disparado en su búsqueda.<PAGE>"
"A perseguição continuou por quase uma hora, até que um Weiss exasperado finalmente flutuou até <NIER> e o atingiu no rosto com a capa.","The chase continued for nearly an hour, until an exasperated Weiss finally floated up to <NIER> and struck him in the face with his cover.","La carrera prosiguió durante casi una hora, hasta que un Weiss exasperado flotó hasta <NIER> y le golpeó la cara con su portada."
"""Chega, seu idiota tagarela! Pare imediatamente! <STOP><FONT=ITALIC> Não</FONT> <WAIT=0.5><FONT=ITALIC>há</FONT> <WAIT=0.5><FONT=ITALIC>água</FONT> <WAIT=0.5><FONT=ITALIC>aqui!</FONT>""","""Enough, you blithering idiot! Stop this at once! <STOP><FONT=ITALIC>There</FONT> <WAIT=0.5><FONT=ITALIC>is</FONT> <WAIT=0.5><FONT=ITALIC>no</FONT> <WAIT=0.5><FONT=ITALIC>water</FONT> <WAIT=0.5><FONT=ITALIC>here!</FONT>""","""¡Ya basta, idiota descerebrado! ¡Para de una vez! <STOP><FONT=ITALIC>¡Aquí</FONT> <WAIT=0.5><FONT=ITALIC>no</FONT> <WAIT=0.5><FONT=ITALIC>hay</FONT> <WAIT=0.5><FONT=ITALIC>agua!</FONT></FONT>""."
"O rosto de <NIER> mudou. ""Não há...?""","<NIER>'s face clouded. ""There...isn't?""","A <NIER> se le ensombreció el rostro. ""¿No... hay?""."
"""Não há! E talvez da próxima vez você me ouça quando eu disser!"" <STOP>Weiss pausou por um momento, então continuou falando em um tom ligeiramente mais gentil. <STOP>""No entanto, suponho que essa perseguição maluca não tenha sido totalmente desperdiçada; parece que chegamos na Cidade da Arte."" <PAGE>","""There is not! And perhaps next time you will listen to me when I tell you as much!"" <STOP>Weiss paused for a moment, then continued speaking in a slightly kinder tone. <STOP>""However, I suppose this mad chase was not altogether wasted; it seems we have arrived in the City of Art.""<PAGE>","""¡No hay! ¡Y a ver si la próxima vez me escuchas cuando te lo diga!"". <STOP>Weiss hizo una pausa y continuó hablando en un tono ligeramente más amable. <STOP>""A pesar de todo, supongo que esta loca carrera no ha sido en vano; parece que hemos llegado a Ciudad del Arte"".<PAGE>"
"<NIER> olhou para cima. Esticado diante dele havia uma fileira de esculturas impossivelmente altas. <STOP>Sua jornada havia chegado ao fim.","<NIER> looked up. Stretched out before him was a row of impossibly tall sculptures. <STOP>Their journey was at an end.","<NIER> alzó la vista. Delante de él había una hilera de esculturas de altura imposible. <STOP>Su viaje había concluido."
"""Eles são enormes!"" exclamou <NIER>, esquecendo completamente o calor e a dor das últimas horas. ""Nunca <FONT=ITALIC>vi</FONT> nada tão grande!""<PAGE>","""They're huge!"" cried <NIER>, completely forgetting the heat and pain of the past few hours. ""I've never <FONT=ITALIC>seen</FONT> anything so big!""<PAGE>","""¡Son enormes!"", gritó <NIER>, y olvidó por completo el calor y el dolor sufridos en las últimas horas. ""¡Nunca he <FONT=ITALIC>visto</FONT> nada así de grande!"".<PAGE>"
"Cada escultura foi formada a partir de uma forma aproximadamente igual - um retângulo alto que se estendia em direção ao céu - mas aí é onde as semelhanças terminaram. <STOP> A maioria era coberta por painéis de vidro que refletiam a luz em mil direções, enquanto outras pareciam ser nada mais do que estruturas de aço. <STOP> <LF> Algumas tinham torres altas em seus topos, enquanto outras possuíam caps triangulares. <PAGE>","Each sculpture was formed from roughly the same shape—a tall rectangle that stretched up toward the sky—but that is where the similarities ended. <STOP>Most were covered with panes of glass that reflected light in a thousand directions, while others seemed to be nothing but frames of steel. <STOP><LF>Some had tall spires on their tops, while others possessed triangular caps.<PAGE>","Todas las esculturas tenían a grandes rasgos la misma forma: un rectángulo alto que se extendía hacia el cielo. Sin embargo, ahí terminaban las semejanzas. <STOP>La mayoría estaban cubiertas por paneles de cristal que reflejaban la luz en miles de direcciones, mientras que otras no parecían más que armazones de metal. <STOP><LF>Algunas tenían agujas de gran altura en la parte superior, mientras que otras estaban rematadas de forma triangular.<PAGE>"
"""Que tipo de cidade é essa?"" disse <NIER>. ""Onde estão as pessoas? Onde estão as casas?""","""What kind of city is this?"" said <NIER>. ""Where are the people? Where are the houses?""","""¿Qué clase de ciudad es esta?"", preguntó <NIER>. ""¿Dónde está la gente? ¿Dónde están las casas?""."
"""Talvez a terra seja destinada exclusivamente para uso artístico.""","""Perhaps the land is intended exclusively for artistic use.""","""A lo mejor esta tierra solo tiene un fin artístico""."
"O debate continuou enquanto eles percorriam a cidade.","The debate continued as they made their way through the city.","El debate prosiguió mientras avanzaban por la ciudad."
"Milagres da arte estavam em toda parte. Grandes caixas de ferro com rodas ficavam silenciosas em trilhos de aço. Obras lindamente esculpidas com luzes de vermelho, âmbar e verde balançavam sobre todas as ruas. <STOP>Conforme se afastavam das esculturas massivas, encontraram uma grande variedade de menores. <STOP>Algumas foram cobertas de vidro ou tijolo, mas muitas foram compostas de materiais que nunca tinham encontrado antes. A pura variedade de cores e estilos era impressionante. <PAGE>","Miracles of artistry were everywhere. Great iron crates with wheels sat silent on steel rails. Beautifully carved works with lights of red, amber, and green dangled over every street. <STOP>As they moved away from the massive sculptures, they found a great array of smaller ones. <STOP>Some were covered in glass or brick, but many were composed of materials they had never before encountered. The sheer variety of colors and styles was staggering.<PAGE>","Había prodigios artísticos por todas partes. Enormes cajas de hierro con ruedas que yacían en silencio sobre raíles de acero. Bellas piezas esculpidas con luces de color rojo, ámbar y verde pendían sobre todas las calles. <STOP>A medida que se alejaban de las esculturas gigantescas, encontraron una gran gama de otras más pequeñas. <STOP>Algunas estaban cubiertas de cristal o ladrillo, pero otras estaban compuestas de materiales que nunca antes habían visto. La ingente variedad de colores y estilos era asombrosa.<PAGE>"
"Incapazes de encontrar um tema ou propósito para as obras abstratas ao redor deles, <NIER> e Weiss eventualmente caíram em silêncio.","Unable to find a theme or purpose to the abstract works around them, <NIER> and Weiss eventually fell silent.","<NIER> y Weiss no consiguieron identificar el trasfondo ni el propósito de las obras abstractas que los rodeaban, así que al cabo del tiempo dejaron de hablar."
"Nos arredores da cidade, descobriram três esculturas em forma de humanos. <NIER> soltou um suspiro de alívio ao se aproximar delas.","On the outskirts of the city, they discovered three sculptures in the shape of humans. <NIER> uttered a sigh of relief as he approached them.","En las afueras de la ciudad, descubrieron tres figuras antropomorfas. <NIER> soltó un suspiro de alivio."
"""Finalmente. Eu estava ficando cansado de arte moderna.""","""Finally. I was getting tired of modern art.""","""Por fin. Ya me estaba cansando de tanto arte moderno""."
"As três estátuas eram indistinguíveis exceto por uma palavra esculpida em seus braços direitos. Uma dizia Alpha, outra Beta e a última Gamma.","The three statues were indistinguishable except for a single word chiseled into their right arms. One read Alpha, one read Beta, and the final one read Gamma.","Las tres figuras eran prácticamente idénticas, y solo se las distinguía por una palabra tallada en el brazo derecho de cada una. En una ponía ""Alfa"", en otra, ""Beta"", y en la última, ""Gamma""."
"Quando <NIER> se aproximou da estátua mais próxima, um pássaro voou do topo de uma das esculturas. Pousando no ombro da estátua, ele emitiu uma breve e bela canção que assumiu a forma de palavras.","As <NIER> moved to touch the nearest statue, a bird flew from the top of one of the sculptures. Alighting on the statue's shoulder, it emitted a brief, beautiful song that took the form of words. ","<NIER> se acercó para tocarlas, pero de repente un pájaro voló desde la cima de una de las figuras, para terminar posándose en el hombro. A continuación, entonó una hermosa cancioncilla que adquirió la forma de palabras. "
